ID,ENTRYTYPE,author,title,year,journal,booktitle,publisher,volume,number,pages,doi,url,abstract
https://doi.org/10.1111/exsy.13739,article,"Aydogmus, Omur; Talu, Muhammed Fatih",Robotic frameless brain biopsy system enhanced by facial mesh registration,2025,Expert Systems,,,42,2,e13739,https://doi.org/10.1111/exsy.13739,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.13739,"Abstract In this study, a new approach is presented that eliminates stereotactic frameworks and the use of markers, offering an alternative to traditional brain biopsy systems. The classical biopsy operation involves the registration of magnetic resonance (MR) and computed tomography (CT) information taken from the patient at different times. Typically, the surgeon's planning information, which takes an average of 4 h on MR, is transferred to CT, and the surgical operation commences. However, this approach necessitates two separate acquisitions (MR and CT), adversely affecting patient comfort and increasing the workload. In the proposed system, it is recommended to register MR-Depth camera data instead of MR-CT registration. To achieve this, a 3D face pattern is obtained from the data received from the depth camera attached to the robot arm and overlapped with the mesh obtained by segmentation of the MR. It was observed that registration with sub-millimeter precision was achieved using the CMFreg surface registration technique."
https://doi.org/10.1002/rob.70022,article,"Adesiji, Adedire D.; Ibitoye, Segun E.; Mahamood, Rasheedat M.; Olayemi, Olalekan A.; Omoniyi, Peter O.; Jen, Tien-Chien; Akinlabi, Esther T.",Safety Considerations in Deployment of Robotic Systems – A Systematic Review,,Journal of Field Robotics,,,n/a,n/a,,https://doi.org/10.1002/rob.70022,https://onlinelibrary.wiley.com/doi/abs/10.1002/rob.70022,"ABSTRACT An in-depth understanding of the risks related to robotic systems is crucial to guarantee safety throughout all stages of robot design and operations. This required a thorough risk assessment following international standards. This study presents a systematic review of previous research on safety considerations in the design of robotic systems, concentrating exclusively on peer-reviewed articles. A search method was developed to collect relevant articles, using keywords such as safety, fault, risk evaluation, safety evaluation, risk assessment, and ergonomics, among others. The keyword “robot” was utilized to bias the search results, which helped to narrow down collected articles to papers directly related to robotics. The risk assessment process includes recognizing machine shortcomings, recognizing threats, evaluating risk, and articulating a standardized computerized risk strategy. Mathematical analysis plays a crucial role in assessing the technical and social behavior of robots in different applications. Generally, injury associated with robots arises from errors during risk assessment. The Risk Ranking Number (HRN) is employed to quantify the degree of safety, incorporating factors like the possibility of occurrence and magnitude of potential hazard. In robot design, the main attention should be on minimizing/eradicating physical hazards and optimizing control mechanisms. Algorithms like force limitation and obstacle avoidance can minimize injury risk, especially during robot–human interactions. The review underscores the critical importance of establishing comprehensive risk assessment frameworks and utilizing safety models, algorithms, and functions as crucial tools to safeguard the integrity and security of robotic systems."
doi:https://doi.org/10.1002/9781119905233.ch9,inbook,"Goel, Shalini Sharma; Goel, Anubhav; Kumar, Mohit; Sharma, Sachin",Internet of Things in the Global Impacts of COVID-19,2023,,Convergence of Cloud with AI for Big Data Analytics,"John Wiley & Sons, Ltd",,,177-203,https://doi.org/10.1002/9781119905233.ch9,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119905233.ch9,"Summary COVID-19 is highly contagious in nature. It marked a grievous impact on the world's social and economic status and disrupted the other related domains as well. Global mental health is debatable in present scenario. Travel and Tourism industry is one of the hardly hit sectors which clearly and badly influenced the aviation industry. In this article, we highlight some of the major global sectors which are highly affected by the pandemic, including social and financial turmoil caused by COVID-19, healthcare front, environment, education, and travel. A reasonable weightage is given to situation in India while discussing about the different impacts. Since the outbreak, researchers have been working feverishly to leverage a broad range of technologies to tackle the global threat. The Internet of Things (IoT) is one of the forerunners in this field. The Internet of Things (IoT) has gained popularity as a new research field in a variety of academic and industry fields in recent years, particularly in healthcare. This article investigates and highlights the overall applications of the well-proven IoT tools and technologies in all the COVID-19 impacted domains by providing a perspective roadmap to combat this global threat. Various myths or misconceptions regarding COVID-19 have also been discussed and explained logically."
https://doi.org/10.1111/nhs.70171,article,"Yang, Pan; Zhang, Liuyi; Tian, Xin",Nurses' Experiences and Attitudes Toward the Use of Nursing Robots: A Meta-Synthesis of Qualitative Researches,2025,Nursing \& Health Sciences,,,27,3,e70171,https://doi.org/10.1111/nhs.70171,https://onlinelibrary.wiley.com/doi/abs/10.1111/nhs.70171,"ABSTRACT To systematically synthesize the existing qualitative evidence on the experiences and attitudes of nurses toward nursing robots. We searched six English databases (PubMed, Web of Science, CINAHL, Embase, Cochrane Library, PsycINFO) and four Chinese databases (CNKI, Wanfang Data, VIP, CBM) from their inception to May 2024. The JBI Critical Appraisal Checklist for Qualitative Research was used to critically appraise studies. The methodology used in this review was thematic synthesis. Qualitative data were extracted, summarized, and synthesized. From the included 16 articles, 49 research results were extracted, summarized into 15 categories, and further synthesized into five integrated results. The five integrated results were as follows: (1) benefits of using nursing robots; (2) attitudes toward the use of nursing robots; (3) challenges of using nursing robots; (4) needs for further improvement of nursing robots; and (5) expectations of external support systems. Nurses generally hold a positive attitude toward nursing robots, despite various needs and challenges. In the future, nurses should collaborate on robot design and be aware of the ethical concerns and potential risks associated with utilizing nursing robots."
https://doi.org/10.1002/rob.22580,article,"Yin, Chenghai; Huang, Jinyang; Xia, Yuyang; Zheng, Hongcheng; Fu, Wei; Zhang, Bin","Design, Development, Integration and Field Evaluation of a Dual Robotic Arm Mango Harvesting Robot",2025,Journal of Field Robotics,,,42,7,3705-3725,https://doi.org/10.1002/rob.22580,https://onlinelibrary.wiley.com/doi/abs/10.1002/rob.22580,"ABSTRACT To solve the problems of high labor intensity and high cost when picking mango manually, a mango picking robot system with dual robotic arms was developed to realize automatic mango picking. Firstly, the YOLOMS network was used to realize the 3D localization of picking points for single mangoes and mango clusters in unstructured environments. Secondly, a new “shearing and grasping integrated” end-effector for non-destructive harvesting of mangoes was designed. Then, a task division method for the workspace of the dual robotic arm harvesting robot was proposed to minimize the likelihood of collisions between dual arms. Additionally, a depth-first picking strategy was introduced to reduce fruit damage and enhance the success rates of picking mangoes from layered canopies. Finally, a mango harvesting robotic system with dual arms was developed and integrated. The performance of the system was evaluated by field mango picking experiments. The results showed that the average recognition rate and planning success rate of the harvesting robot were 83.94\% and 98.45\%, respectively. In addition, the average harvesting success rate of the robot was 73.92\%, and the average single-fruit harvesting time was 8.93 s. Compared with the robot with single arm, the harvesting time was reduced by 48.38\%, which indicated that the harvesting efficiency of the dual robotic arm harvesting robot was significantly improved. The average collision-free harvesting rate with the addition of the depth-first harvesting strategy was 91.68\%, which verified the rationality and effectiveness of the dual robotic arm collaborative mango harvesting robotic system. The results provide technical support for automated mango harvesting."
doi:https://doi.org/10.1002/9781394355518.ch10,inbook,"Sharma, Bhumika; Mathur, Anil C.; Sharma, Rama; Antil, Pratibha",Beyond Earth's Horizon,2025,,The Intelligent Universe,"John Wiley & Sons, Ltd",,,359-389,https://doi.org/10.1002/9781394355518.ch10,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394355518.ch10,"Summary As humanity pushes the boundaries of space exploration, the integration of artificial intelligence (AI) has become a transformative force, driving innovation and enabling the realization of missions that once seemed impossible. The chapter “Beyond Earth's Horizon: AI's Contribution to Space Exploration” delves into AI's pivotal role in advancing our understanding of the cosmos and enhancing the efficiency and safety of space missions. This exploration is grounded on a comprehensive overview of AI's applications in space exploration, from mission planning and autonomous navigation to data analysis and extraterrestrial research. The chapter begins by tracing the evolution of AI in space exploration, highlighting key milestones such as the use of AI in early satellite missions and its growing presence in contemporary space endeavors. As space missions become increasingly complex and distant, the need for autonomous systems that can operate independently of Earth-based control becomes paramount. AI emerges as a critical tool in this context, enabling spacecraft to make real-time decisions, optimize navigation routes, and manage unforeseen challenges in environments where communication delays are significant. One of the primary focuses of the chapter is on AI-driven navigation systems. These systems are designed to perform tasks such as trajectory optimization, hazard avoidance, and precision landing on celestial bodies. The chapter examines the sophisticated algorithms that power these systems, allowing spacecraft to navigate through the vast expanse of space with unprecedented accuracy. Case studies of missions like NASA's Mars rovers, the European Space Agency's Rosetta mission, and upcoming projects aimed at exploring asteroids and distant planets illustrate the practical applications of AI in enhancing mission success rates. In addition to navigation, AI's role in data analysis is thoroughly explored. Space missions generate vast amounts of data, much of which needs to be processed and analyzed in real time. AI techniques, including machine learning and neural networks, are employed to sift through these data, identify patterns, and extract meaningful insights. These capabilities are crucial for tasks such as analyzing planetary surfaces, detecting signs of extraterrestrial life, and understanding the complex dynamics of celestial phenomena. The chapter also discusses AI's potential in processing data from space telescopes and other observational platforms, contributing to discoveries that expand our knowledge of the universe. The chapter further explores AI's contribution to robotic exploration and the development of autonomous systems capable of performing scientific experiments, repairs, and maintenance in space. These systems are designed to operate in harsh and unpredictable environments, where human intervention is limited or impossible. AI-driven robots and drones are set to play a significant role in future missions, from constructing habitats on the Moon and Mars to exploring the outer reaches of our solar system. In conclusion, the chapter emphasizes the transformative impact of AI on space exploration and navigation. As we venture beyond Earth's horizon, AI not only enhances the efficiency and safety of space missions but also opens new avenues for discovery. The continued integration of AI in space exploration promises to accelerate our journey into the cosmos, pushing the boundaries of what humanity can achieve."
https://doi.org/10.1111/jcal.70001,article,"Şahin Kızıl, Aysel; Klimova, Blanka; Pikhart, Marcel; Parmaxi, Antigoni",A Systematic Review of the Recent Research on the Usefulness of Chatbots for Language Education,2025,Journal of Computer Assisted Learning,,,41,2,e70001,https://doi.org/10.1111/jcal.70001,https://onlinelibrary.wiley.com/doi/abs/10.1111/jcal.70001,"ABSTRACT Background The rise of intelligent chatbots powered by artificial intelligence and machine learning has ignited interest in their potential for revolutionising second language (L2) acquisition and foreign language learning (FLL). While their potential seems vast, understanding their actual impact on learning outcomes requires comprehensive analysis. Also required is the continuous evaluation of this technology due to the rapid pace of advancements in chatbots, highlighting the need for a fresh look using the latest research. This systematic review aims to address this need by investigating the effectiveness of modern chatbots in L2 learning and FLL, offering valuable insights for language educators and researchers. Objectives This study systematically reviews existing research to assess the usefulness of chatbots in L2 acquisition and FLL, identifying key areas of improvement and future research directions. Methods Following the PRISMA methodology, 33 relevant studies published between 2020 and May 2024 were analysed. Thematic analysis was employed to identify key themes related to chatbot applications, language skills impacted, and learning outcomes achieved. Results The findings clearly reveal specific language skills (i.e., speaking) and language knowledge (i.e., vocabulary) that have a significant impact on enhancing students' learning outcomes by using chatbots, while pointing out insufficient research in this area. The results also show major benefits of chatbots for FLL, such as individualised learning, immediate feedback, enhancing willingness to communicate, and increased interaction. Conclusions This systematic review highlights specific practical implications and suggestions that have a direct impact on the usefulness of chatbots in FLL and L2 acquisition, and a need to investigate further variables such as age, language skills, personality traits, or teacher's role with respect to the use of chatbots in foreign language classes. Further implications are also raised in terms of learning design considerations when such a technology is incorporated in the FLL classroom."
doi:https://doi.org/10.1002/9781394269297.ch05,inbook,,Introduction to Jetson Nano and Setup,2025,,Deep Learning on Embedded Systems,"John Wiley & Sons, Ltd",,,59-84,https://doi.org/10.1002/9781394269297.ch05,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394269297.ch05,"Abstract This chapter introduces the Jetson Nano, a powerful embedded device designed for artificial intelligence (AI) and machine learning applications, and provides a comprehensive guide to its setup and configuration. The chapter guides readers through the JetPack installation process, which equips the device with the necessary software environment. It discusses the procedure of increasing the root partition size and installing Wi-Fi drivers. Instructions for configuring visual studio (VS) Code on Jetson Nano are presented, followed by the installation of open source computer vision library (OpenCV) and PyTorch for AI applications. The chapter also covers the Jetson inference library for real time AI inference tasks and presents the OpenCV library with video capture functionality. Exercise problems are included to reinforce understanding and help readers apply the hands-on programming approach with Jetson Nano."
https://doi.org/10.1155/2024/5595930,article,"Hvalič-Touzery, Simona; Šetinc, Mojca; Dolničar, Vesna",Exploring Acceptance Factors for Welfare Technology among Nurses in Non-Clinical Care for Older Adults: A Scoping Review,2024,Health \& Social Care in the Community,,,2024,1,5595930,https://doi.org/10.1155/2024/5595930,https://onlinelibrary.wiley.com/doi/abs/10.1155/2024/5595930,"Welfare technologies are becoming a necessity for health and long-term care, but little is known about their acceptance by nurses working with older adults in institutional, home, or community setting. The aim of this five-stage scoping review was to address this knowledge gap by identifying factors influencing nurses’ acceptance of welfare technologies, both before and after using them. A search of seven bibliographic databases and grey literature was conducted in December 2022, and based on defined selection criteria, 27 sources published between 2007 and 2022 were then considered. The data were examined with ATLAS.ti 9 using content-based analysis, and five groups of acceptance factors were identified: individual, organisational, patient, technological, and social influence. Post-use acceptance factors were found to be more nuanced than pre-use factors. While the pre-use factors included mainly attitudes, needs, outcome expectations, and ethical concerns, the post-use factors more prominently featured experience, usefulness, technical issues, device characteristics, effort expectancy, and organisational factors. Nevertheless, patient-centeredness was reflected in both. This study contributes to a better understanding of the factors affecting nurses’ acceptance of welfare technologies in the care of older adults in non-clinical settings, and it underscores the patient’s pivotal role in all aspects of nursing practice. By offering insights into both pre-use and post-use factors, this study gives an enriched perspective on the acceptance of welfare technologies in nursing care and provides guidance for future research and practice."
doi:https://doi.org/10.1002/9781394385027.ch6,inbook,"Kaur, Mandeep; Arockia Mary, P.; Dankan Gowda, V.; Sujithra, L.R.; Jadhav, Priya Dongare",Innovative Approaches to Designing and Optimizing Mobile Robotics for Advanced Collaboration in Industry 5.0,2025,,Design and Optimization of Mobile Robotics for Industry 5.0,"John Wiley & Sons, Ltd",,,115-137,https://doi.org/10.1002/9781394385027.ch6,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394385027.ch6,"Summary Industry 5.0 enhances the symbiotic work between people and technology especially the mobile robot to a different level of dexterity. This chapter identifies new concepts on the design and integration of mobile robotics to enhance the advanced collaboration in Industry 5.0. Major themes are AI and AI-based applications, real-time decision making, and human-robot interface (HRI) optimization. In discussing design issues, optimization approaches, and energy saving methods, the chapter presents frameworks that allow mobile robots to coexist and interact with people and other robots in an increasingly complicated and dynamic industrial context. Moreover, the case studies illustrate real-world application of such methods with case studies illustrating the success of these approaches in industrial fields. The final section of the chapter reflects on the trends and implications for mobile robotics in Industry 5.0; highlighting the likely prospects for growth of collaborative robotics and their effect on industrial operations."
doi:https://doi.org/10.1002/9781394303601.ch19,inbook,"Saveetha, D.; Ponnusamy, Vijayakumar; Zdravković, Nemanja; Nandini, S.M.",Blockchain Application in Industry 5.0,2024,,Artificial Intelligence‐Enabled Digital Twin for Smart Manufacturing,"John Wiley & Sons, Ltd",,,421-442,https://doi.org/10.1002/9781394303601.ch19,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394303601.ch19,"Summary Industries play a vital role in the wealth of our nation. The growth of productivity of goods and services is directly related to the economy. Manpower, machinery, tools, and costs have drastically improved according to the developing technologies. The term Industry 5.0 refers to a scenario where people make use of advanced technologies like the Internet of Things (IoT), Artificial Intelligence, and smart machines for effective productivity. This development is more advantageous like providing low-cost products, improved wages, and transportation of goods from rural to urban areas. Since industries are dependent on smart devices, and automated environments, energy consumption and data privacy have become a challenge nowadays. To resolve these issues, blockchain technology provides a decentralized network where the information and transactions are encrypted and stored as blocks. Each block undergoes data validation through the mining process and gets added to the chain of blocks as a blockchain. This is a distributed ledger where a copy of a transaction is distributed across the network to maintain data transparency and immutability. Supply chain management, digital twinning, and secure data exchange among the stakeholders are some of the applications of blockchain in Industries 5.0. This enhances traceability, transparency, and quality control in the supply chain because of its tamper-proof property. Every transaction is securely recorded in the form of smart contracts which automate contracts that increase the efficiency of the system from malicious attacks. Digital twinning is another concept where a digital replica of the physical world is created and data are updated and synchronized accordingly. Thus, the implementation of blockchain technology in Industry 5.0 guarantees data security and privacy, which builds confidence among industrialists and increases efficiency."
https://doi.org/10.1111/psyg.70076,article,"Nagata, Yuma; Satake, Yuto; Yamazaki, Ryuji; Nishio, Shuichi; Suzuki, Maki; Kanemoto, Hideki; Yamakawa, Miyae; Figueroa, David; Maalouly, Elie; Ishiguro, Hiroshi; Ikeda, Manabu",A Conversational Robot for Cognitively Impaired Older People Who Live Alone: An Exploratory Feasibility Study,2025,Psychogeriatrics,,,25,5,e70076,https://doi.org/10.1111/psyg.70076,https://onlinelibrary.wiley.com/doi/abs/10.1111/psyg.70076,"ABSTRACT Background Social isolation and loneliness are significant risk factors for poor mental health in older adults, particularly those living alone with cognitive impairment. Socially assistive robots (SARs) offer a promising approach to enhance social connection and emotional well-being in this population. This study aimed to examine the feasibility, acceptability and potential psychosocial impact of a 16-week, home-based use of a conversational SAR in cognitively impaired older adults living alone. Methods This was a single-arm, exploratory feasibility study involving home installation of a humanoid conversational robot (RoBoHoN) for 16 weeks. Usability was assessed with the System Usability Scale (SUS). Psychosocial outcomes, including loneliness (UCLA-LS3) and depressive symptoms (GDS-15), were measured pre- and post-intervention. Semi-structured interviews were conducted and analysed using hybrid content analysis to explore user experiences. Results A total of 11 participants were enrolled, including individuals with mild cognitive impairment, mild dementia and late-onset psychosis; nine completed the study. The mean age was 81.9 years, with an age range of 71–89 years. The mean SUS score was 81.7, indicating high usability even among cognitively impaired users. Small-to-moderate effect sizes were observed for reductions in loneliness and depressive symptoms (UCLA-LS3: r = 0.40; GDS-15: r = 0.64), although not statistically significant. Qualitative findings highlighted perceived companionship and increased opportunities to speak, while also noting limitations such as poor conversational depth, delayed responses and technical issues like battery depletion or sensitivity to background noise. Conclusions The 16-week home-based use of a conversational robot was feasible and well accepted by older adults with cognitive impairment living alone. Although preliminary, findings suggest potential psychosocial benefits of SARs in this population. These results support the rationale for conducting a controlled trial targeting loneliness and depression in cognitively impaired, socially isolated older adults."
https://doi.org/10.1002/rob.70063,article,"Gyrard, Amelie; de Freitas, Edison Pignaton; Serrano, Martin; Li, Howard; Gonçalves, Paulo; Quintas, João; Vermesan, Ovidiu; Olivares-Alarcos, Alberto; Kung, Antonio; Cavallo, Filippo","Internet of Robotic Things Evolution, Standards and Data Interoperability Best Practices for the Next Generation of Artificial Intelligence-Powered Systems",,Journal of Field Robotics,,,n/a,n/a,,https://doi.org/10.1002/rob.70063,https://onlinelibrary.wiley.com/doi/abs/10.1002/rob.70063,"ABSTRACT The Internet of Robotic Things (IoRT) represents the rise of a new paradigm enabling robots to serve not only as autonomous units but also as intelligent interconnected entities that can interact, collaborate, and share information through the edge, cloud and other data networks. IoRT is a technological progress and the fusion of Robotics with the Internet of Things (IoT), artificial intelligence (AI), and edge-Computing, IoRT can benefit from the next-generation spatial web, Web 4.0 (the intelligent immersive knowledge Web), by enhancing data processing, situational awareness, and integration with immersive technologies, software-defined automation (SDA), and spatial computing technologies. Semantic Web and Web 4.0 technologies are becoming common in robotics projects for exchanging data and enabling data set interoperability. The main challenge is to upgrade how robotic things interact with each other and their environment in a more situation-aware fashion, enabling IoRT situation-aware capabilities. This paper reviews the definition of IoRT considering the latest developments in sensor technology and data management systems and uses a novel survey methodology to find, classify, and reuse robotic expertise and present it to the community and engineering experts. The survey is shared through the LOV4IoT-Robotics ontology catalog, which is available online. This catalog demonstrates how best practices for data sharing and data set interoperability are also used to extract robotic knowledge semi-automatically. A set of relevant semantic-enabled projects designed by domain experts that focused on extracting robotic knowledge was included."
https://doi.org/10.1002/mar.21991,article,"Park, Ha Eun (Grace); Yap, Sheau-Fen (Crystal)",Technology affordances and social withdrawal: The rise of hikikomori,2024,Psychology \& Marketing,,,41,7,1469-1488,https://doi.org/10.1002/mar.21991,https://onlinelibrary.wiley.com/doi/abs/10.1002/mar.21991,"Abstract The prevalence of social withdrawal behaviors has been a growing concern in recent years. The concept of hikikomori, a severe social withdrawal condition, has gained increasing attention in high-income societies and developed economies. The term applies to both the condition and the person experiencing it. Technology has been blamed for exacerbating the isolation of hikikomoris. Paradoxically, anecdotal evidence suggests that technology can help mitigate their social withdrawal. Drawing on affordance theory, this study explores the potential of technology as an intermediate intervention to help hikikomoris reintegrate into society by addressing the research question—“How are the affordances of technology leveraged to contribute to the gradual reintegration of hikikomoris into society?” This netnographic study is based on over 2-year naturalistic observations of the Hikikomori Escape online community. Our findings identified seven types of affordances that facilitate Hikikomoris' social reintegration journey: anonymous storytelling, meta connectivity, information access for skill growth, peer networking and community building, online coaching, virtual-to-real connectivity, and tech-enabled skill development. We discuss how three levels of technology affordances shape hihikomoris' self-motivation to connect socially at the individual and community levels, facilitating their gradual reintegration into society. This research contributes by developing an empirically grounded framework of how technology can contribute to addressing social withdrawal among hikikomoris. Such knowledge is crucial for scholars, policymakers, and health professionals seeking to tackle this pressing societal challenge."
https://doi.org/10.1111/jpim.12756,article,"Mahr, Dominik; Odekerken-Schröder, Gaby; Steins, Mark",Service robots and innovation: An ecosystem approach,2025,Journal of Product Innovation Management,,,42,5,874-896,https://doi.org/10.1111/jpim.12756,https://onlinelibrary.wiley.com/doi/abs/10.1111/jpim.12756,"Abstract The proliferation of service robots has stimulated innovation across industries. These autonomous, physically embodied, and adaptable robots engage in diverse interactions, from patient care to goods delivery and hospitality services. However, the deployment of increasingly capable service robots demands not only designing user–robot interactions, but also holistic innovation management that transcends organizational boundaries and involves various societal stakeholders. Our research draws on the emerging Public Value Theory to examine the types of service robots and the innovation ecosystems that harness the expertise of public and private stakeholders and produce Public Value. Based on literature and an illustrative case study, we conceptualize service robots along characteristics such as autonomy, aesthetics, assistive roles, and user interfaces, and introduce Service Robot-based Innovation as the ecosystem-enabled development and employment of such robots. The service robot's autonomy and ecosystem integration are key dimensions determining innovation management practices and Public Value creation. The illustrative case, centered on long-term care, dissects the integration of service robots across the micro (user), meso (organizational), and macro (societal) levels of the ecosystem. An ecosystem-as-structure approach identifies the roles and activities of stakeholders aligning around a shared value proposition of Public Value. A research agenda presents future opportunities within and across various ecosystem levels to advance scholarly understanding of Service Robot-based Innovation."
doi:https://doi.org/10.1002/9781394197798.ch7,inbook,"Priya, Bhanu; Sharma, Vivek; Sharma, Rahul",Industry 5.0 and Artificial Intelligence,2026,,Distributed Time‐Sensitive Systems,"John Wiley & Sons, Ltd",,,153-201,https://doi.org/10.1002/9781394197798.ch7,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394197798.ch7,"Summary Industry 5.0 is transforming the manufacturing sector by emphasizing the use of advanced technologies such as artificial intelligence, machine learning, and robotics. Notably, AI is at the forefront of reshaping the manufacturing processes, empowering manufacturers to enhance production efficiency, cut expenses, and elevate product quality. Even with the increasing volume of academic literature covering the integration of AI in Industry 5.0, a notable research gap persists concerning the consequences of AI implementation within the manufacturing sector in Industry 5.0. This article aims to seek to bridge this void by offering an extensive examination of AI applications in Industry 5.0, with specific crucially highlights on machine learning and robotics. The roadmap is built upon a thorough examination of existing research regarding Industry 5.0 and artificial Intelligence. Based on the literature review, we have made a conceptual model showing the road map of how Artificial technologies lead to Industry 5.0. The Model also depictshow AI leads to Sustainability, Society 5.0, Resilience and new business models with the help of AI applications in Industry 5.0. We begin by introducing Industry 5.0 and its key features and then explore how AI is transforming manufacturing through Human-Robot Collaboration, simulated, mixed and augmented, Conversational interferences, Intelligent agents and neural networks, and Robotics. We also then discuss the application of AI intelligent factory processes and supply chain optimization through Robotics and automation including the Cobots. Further, we also discuss the challenges and opportunitiesassociated with AI adoption in Industry 5.0, including issues related to data privacy, cybersecurity, and job displacement. Finally, future directions for research initiatives and development in this exciting and swiftly progressing field are discussed. Overall, this paper highlights the transformative impact of AI in Industry 5.0 and underscores the need for continued investment and innovation in this critical area."
https://doi.org/10.1002/berj.4200,article,"Topali, Paraskevi; Haelermans, Carla; Molenaar, Inge; Segers, Eliane",Pedagogical considerations in the automation era: A systematic literature review of AIEd in K-12 authentic settings,,British Educational Research Journal,,,n/a,n/a,,https://doi.org/10.1002/berj.4200,https://onlinelibrary.wiley.com/doi/abs/10.1002/berj.4200,"Abstract The introduction of artificial intelligence (AI) into education holds promise for supporting and augmenting teaching and learning-related activities. Yet, despite its potential, there is limited empirical research on the use of AI in K-12 settings exploring the pedagogical grounding, impact and implications of the technological solutions. The current paper reports a systematic literature review of 28 papers that addresses the topic of AI technologies in authentic settings. We applied etic and emic content analysis to the collected data. Our results indicated that most AI research is conducted in China and the United States, and investigates AI solutions for primary education. As main AI technologies we found social robots, augmented reality and intelligent systems. The review also revealed that half of the papers lack a solid pedagogical foundation and a contextualisation under concrete course conditions. Finally, most AI solutions focus mainly on learning outcomes without exploring the teacher needs and impressions. Our findings suggest the need for research to focus on: (a) AIEd localisation to fit the AI context of different regions; (b) contextualisation of the tool design under several course conditions and learning theories; (c) equal attention on teacher agency and autonomy within the AIEd era; and (d) systematisation of the evaluation of sustained pedagogical effects (e.g., cognitive, relational, affective effects) apart from student learning outcomes. We envision that our research can support the design, development and deployment of AI tools in K-12 under such pedagogical considerations, hence contributing to strengthen the ties between pedagogy and AI practices in authentic settings."
https://doi.org/10.1002/rob.70025,article,"Luo, Jing; Zhou, Xiangyu; Zhu, Yifan; Li, Yu; Zhang, Chaoyi; Wang, Keao; Mai, Zhaohong; Zeng, Chao",A Human–Robot Collaboration Control Framework for Supernumerary Robotic Limbs,,Journal of Field Robotics,,,n/a,n/a,,https://doi.org/10.1002/rob.70025,https://onlinelibrary.wiley.com/doi/abs/10.1002/rob.70025,"ABSTRACT In this paper, a novel human–robot collaboration (HRC) framework is proposed to enhance the capability of Supernumerary Robotic Limbs (SRLs). The proposed framework consists of three key modules: human motion intention recognition, disturbance rejection control, and obstacle avoidance, all of which are crucial for SRLs in the process of HRC. First, a motion intention method based on the autoregressive model is proposed to predict human motion, to improve task execution during HRC. Second, a control strategy based on a Tanh-type Barrier Lyapunov function is introduced to ensure bounded outputs and smooth operation in physical interactions with environment. Third, to enhance the collaboration between SRL and humans, dynamic obstacle avoidance based on human skeleton recognition and inverse kinematics is incorporated into the framework. The proposed framework is demonstrated by the human-SRL collaborative task, and the experimental results indicated that the performances can be improved with our framework."
doi:https://doi.org/10.1002/9781394352821.ch02,inbook,"Voulgari, Iro; Naoum, Elli; Sfyroera, Maria",Fostering AI Literacy in Early Childhood: Designing Educational Activities for Preschoolers,2025,,"AI
                                         in Early Education","John Wiley & Sons, Ltd",,,21-40,https://doi.org/10.1002/9781394352821.ch02,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394352821.ch02,"This chapter focuses on the design and pedagogical framework of educational activities aiming to promote artificial intelligence (AI) literacy in preschool education. We review existing literature, discuss relevant AI concepts, AI tools, educational approaches, and pedagogies appropriate for fostering AI literacy and critical thinking for preschoolers. We propose an AI literacy framework for early childhood education students and teachers, as well as researchers examining the field, grounded on principles of educational, cognitive, and developmental psychology and addressing aspects such as ethical thinking (e.g., fairness, bias) and inclusive design. The chapter includes examples and case studies of educational activities and lesson plans for preschoolers and aims at promoting AI readiness of preschool educators and helping them implement AI literacy in the preschool classroom."
