ID,ENTRYTYPE,author,title,year,journal,booktitle,doi,url,abstract,pages
WOS:000544103300003,article,"Coronado, Enrique and Mastrogiovanni, Fulvio and Indurkhya, Bipin and
Venture, Gentiane","Visual Programming Environments for End -User Development of intelligent
and social robots, a systematic review",2020,JOURNAL OF COMPUTER LANGUAGES,,10.1016/j.cola.2020.100970,,"Robots are becoming interactive and robust enough to be adopted outside
laboratories and in industrial scenarios as well as interacting with
humans in social activities. However, the design of engaging robot -
based applications requires the availability of usable, flexible and
accessible development frameworks, which can be adopted and mastered by
researchers and practitioners in social sciences and adult end users as
a whole. This paper surveys Visual Programming Environments aimed at
enabling a paradigm fos- tering the so-called End -User Development of
applications involving robots with social capabilities. The focus of
this article is on those Visual Programming Environments that are
designed to support social re- search goals as well as to cater for
professional needs of people not trained in more traditional text -based
computer programming languages. This survey excludes interfaces aimed at
supporting expert program- mers, at allowing industrial robots to
perform typical industrial tasks (such as pick and place operations),
and at teaching children how to code. After having performed a
systematic search, sixteen programming environments have been included
in this survey. Our goal is two -fold: first, to present these software
tools with their technical features and Authoring Artificial
Intelligence modeling approaches, and second, to present open challenges
in the development of Visual Programming Environments for end users and
social researchers, which can be informative and valuable to the
community. The results show that the most recent such tools are adopting
distributed and Component -Based Software Engineering approaches and web
technologies. However, few of them have been designed to enable the
independence of end users from high-tech scribes. Moreover, findings
indicate the need for (i) more objective and comparative evaluations, as
well as usability and user experience studies with real end users; and
(ii) validations of these tools for designing applications aimed at
working ?in -the -wild? rather than only in laboratories and structured
settings.",
WOS:001535292900001,article,"Mei, Zhimin and Li, Yifan and Zhu, Rongbo and Wang, Shucai","Intelligent Fruit Localization and Grasping Method Based on YOLO VX
Model and 3D Vision",2025,AGRICULTURE-BASEL,,10.3390/agriculture15141508,,"Recent years have seen significant interest among agricultural
researchers in using robotics and machine vision to enhance intelligent
orchard harvesting efficiency. This study proposes an improved hybrid
framework integrating YOLO VX deep learning, 3D object recognition, and
SLAM-based navigation for harvesting ripe fruits in greenhouse
environments, achieving servo control of robotic arms with flexible
end-effectors. The method comprises three key components: First, a fruit
sample database containing varying maturity levels and morphological
features is established, interfaced with an optimized YOLO VX model for
target fruit identification. Second, a 3D camera acquires the target
fruit's spatial position and orientation data in real time, and these
data are stored in the collaborative robot's microcontroller. Finally,
employing binocular calibration and triangulation, the SLAM navigation
module guides the robotic arm to the designated picking location via
unobstructed target positioning. Comprehensive comparative experiments
between the improved YOLO v12n model and earlier versions were conducted
to validate its performance. The results demonstrate that the optimized
model surpasses traditional recognition and harvesting methods, offering
superior target fruit identification response (minimum 30.9ms) and
significantly higher accuracy (91.14\%).",
WOS:000605588300002,article,"Fei, Zhenghao and Vougioukas, Stavros G.","Co-robotic harvest-aid platforms: Real-time control of picker lift
heights to maximize harvesting efficiency",2021,COMPUTERS AND ELECTRONICS IN AGRICULTURE,,10.1016/j.compag.2020.105894,,"Harvest-aid platforms are used in modern orchards to improve manual
harvesting efficiency, safety, and ergonomics. Typically, workers stand
at pre-set heights on a platform's multi-level deck, and each worker
harvests fruits inside a canopy zone that is defined by the lowest and
highest reach of the worker's arms. However, fruit distributions are
non-uniform, and worker picking speeds vary, thus generating a mismatch
between labor demand (incoming fruit rates) and labor supply (fruit
picking rates) in each zone; this mismatch limits plat-formbased
harvesting efficiencies. To alleviate this problem, we transformed a
conventional harvesting platform into a collaborative robot (co-robot)
platform. As the co-robotic platform travels forward, it estimates the
incoming fruit distribution using a vision system, it measures each
worker's picking speed using instrumented picking bags, and controls the
heights of hydraulic lifts that move workers up and down. The
model-based control algorithm maximizes the machine's harvesting speed
by changing the height at which each worker harvests as a response to
incoming fruit load because it matches fruit-picking labor supply and
demand. Simulation experiments with pre-recorded fruit distribution data
validated the approach and provided efficiency gains under various
conditions. Apple-harvesting experiments were also performed in a
commercial orchard, where 2307 kg of apples were picked: 1045 kg in
variable-height zone harvesting mode, and 1262 kg in fixed zone
harvesting mode, with workers at fixed heights that were set by the
grower. Variable-height zone harvesting mode throughput was 327.6 kg/h
vs. 298.8 kg/h for fixed zone harvesting mode at human-controlled
platform moving speed, resulting in an improvement of 9.5\%.",
WOS:001124764700002,article,"Ding, Zehong and Fu, Lili and Wang, Bin and Ye, Jianqiu and Ou, Wenjun
and Yan, Yan and Li, Meiying and Zeng, Liwang and Dong, Xuekui and Tie,
Weiwei and Ye, Xiaoxue and Yang, Jinghao and Xie, Zhengnan and Wang, Yu
and Guo, Jianchun and Chen, Songbi and Xiao, Xinhui and Wan, Zhongqing
and An, Feifei and Zhang, Jiaming and Peng, Ming and Luo, Jie and Li,
Kaimian and Hu, Wei","Metabolic GWAS-based dissection of genetic basis underlying nutrient
quality variation and domestication of cassava storage root",2023,GENOME BIOLOGY,,10.1186/s13059-023-03137-y,,"BackgroundMetabolites play critical roles in regulating nutritional
qualities of plants, thereby influencing their consumption and human
health. However, the genetic basis underlying the metabolite-based
nutrient quality and domestication of root and tuber crops remain
largely unknown.ResultsWe report a comprehensive study combining
metabolic and phenotypic genome-wide association studies to dissect the
genetic basis of metabolites in the storage root (SR) of cassava. We
quantify 2,980 metabolic features in 299 cultivated cassava accessions.
We detect 18,218 significant marker-metabolite associations via
metabolic genome-wide association mapping and identify 12 candidate
genes responsible for the levels of metabolites that are of potential
nutritional importance. Me3GT, MeMYB4, and UGT85K4/UGT85K5, which are
involved in flavone, anthocyanin, and cyanogenic glucoside metabolism,
respectively, are functionally validated through in vitro enzyme assays
and in vivo gene silencing analyses. We identify a cluster of cyanogenic
glucoside biosynthesis genes, among which CYP79D1, CYP71E7b, and UGT85K5
are highly co-expressed and their allelic combination contributes to low
linamarin content. We find MeMYB4 is responsible for variations in
cyanidin 3-O-glucoside and delphinidin 3-O-rutinoside contents, thus
controlling SR endothelium color. We find human selection affects
quercetin 3-O-glucoside content and SR weight per plant. The candidate
gene MeFLS1 is subject to selection during cassava domestication,
leading to decreased quercetin 3-O-glucoside content and thus increased
SR weight per plant.ConclusionsThese findings reveal the genetic basis
of cassava SR metabolome variation, establish a linkage between
metabolites and agronomic traits, and offer useful resources for
genetically improving the nutrition of cassava and other root crops.",
WOS:000894783700001,article,"Xin, Xin and Keoh, Sye Loong and Sevegnani, Michele and Saerbeck, Martin
and Khoo, Teck Ping",Adaptive Model Verification for Modularized Industry 4.0 Applications,2022,IEEE ACCESS,,10.1109/ACCESS.2022.3225399,,"Cyber-Physical Systems (CPSs) are the core of Industry 4.0 applications,
integrating advanced technologies such as sensing, data analytics, and
artificial intelligence. This kind of combination typically consists of
networked sensors and decision-making processes in which
sensor-generated data drive the control decisions. Hence, the
trustworthiness of the sensors is essential to guarantee performance,
safety and quality during operation. Formal model verification
techniques are a valuable tool allowing strong reasoning about the
high-level design of CPSs. However, the uncertainty exhibited by the
underlying sensor networks is often ignored. Manufacturing processes
typically involve composition of various modular CPSs that work as a
whole, such as multiple Collaborative Robots (cobots) working together
as a production line, which improves the flexibility and resilience of
the production process. It is still challenging to verify this class of
compositional process while also considering uncertainty. We propose a
novel verification framework for modular CPSs that combines sensor-level
data-driven fault detection and system-level model-driven probabilistic
model checking. The resulting framework can rigorously quantify sensor
readings' trustworthiness, enabling formal reasoning for system failure
prediction and reliability analysis. We validated our approach on a
cobots-based manufacturing process.",125353-125364
WOS:001363593500001,article,"Yang, Liangliang and Noguchi, Tomoki and Hoshino, Yohei","Development of a pumpkin fruits pick-and-place robot using an RGB-D
camera and a YOLO based object detection AI model",2024,COMPUTERS AND ELECTRONICS IN AGRICULTURE,,10.1016/j.compag.2024.109625,,"It is a hard job for farmers to harvest heavy fruits such as pumpkin
fruits because of the aging problem of farmers. To solve this problem,
this study aims to develop an automatic pick-and-place robot system that
alleviates labor demands in pumpkin harvesting. We proposed a system
capable of detecting pumpkins in the field and obtaining their
three-dimensional (3D) coordinate values using artificial intelligence
(AI) object detection methods and RGB-D camera, respectively. The
harvesting system incorporates a crawler-type vehicle as the base
platform, while a collaborative robot arm is employed to lift the
pumpkin fruits. A newly designed robot hand, mounted at the end of the
robot arm, is responsible for grasping the pumpkins. In this paper, we
utilized various versions of YOLO (from version 2 to 8) for pumpkin
fruit detection, and compare the results obtained from these different
versions. The RGB-D camera, that was mounted at the root of the robot
arm, captures the position of the pumpkin fruits in camera coordinates.
We proposed a calibration method can simply transform the position to
the coordinates of robot arm. In addition, we finished all the software
and hardware of the pumpkin fruits pick-andplace robot system. Field
experiments were conducted at an outdoor pumpkin field. The experiments
demonstrate the fruits detection accuracy rate exceeding 99\% and a
picking success rate surpassing 90\%. However, fruits that were
surrounded by excessive vines could not be successfully grasped.",
WOS:001531722800016,inproceedings,"Nahum, Ehud and Edan, Yael and Oron-Gilad, Tal","Investigating the Proxemics Shape in Social Navigation: An Exploratory
User Study",2025,,"SOCIAL ROBOTICS, ICSR + AI 2024, PT I",10.1007/978-981-96-3522-1\_16,,"Proxemics is a crucial aspect of social robot navigation that studies
how people utilize the physical space around them and position
themselves relative to others. This exploratory user study looked at the
interaction distances users preferred in human-robot interaction with a
mobile teleoperated robot; the distances were utilized to design
appropriate proxemics shapes. A within-the-group experimental design was
conducted with four independent variables: two positions
(sitting/standing) and two approach directions (front/back); each user
experienced all four trials. Results indicate that the proxemics
distance is not affected by the participant's position but by the
robot's approach direction. Participants required more distance from the
robot when approaching them from the front. The outcome distances
combined with findings from the literature led to the formation of an
asymmetric proxemics shape with higher distances than Hall's {[}1]
traditional circular shape and distance zones, representing real-world
interactions and distance preferences in human-robot encounters.",168-177
WOS:001367899400001,article,"Zhou, Cheng and Dong, Wanqing",How do older adults react to social robots' offspring-like voices,2025,SOCIAL SCIENCE \& MEDICINE,,10.1016/j.socscimed.2024.117545,,"Social robots are being developed as a technological solution to
alleviate older adults' loneliness due to separation from their
offspring. This study explores how and why offspring-like voices affect
older adults' acceptance of social robots from an auditory perspective,
which differ from the visual aspects of human-robot interactions. Three
scenario-based studies are conducted among a large number of cognitively
intact older adults. Our findings reveal a positive correlation between
the offspring-like voices of social robots and older adults' acceptance
of the robots. Further, social identity served as a psychological
mechanism mediating the effect of offspring-like voices on the
acceptance of older adults, whereas spatial distance acted as a positive
moderator of these direct and indirect effects. Notably, older adults
were more willing to accept social robots with grandchildren-like
voices. These insights offer theoretical contributions to the literature
on social identity theory and the similarity attraction paradigm, as
well as practical implications for social robot design and development,
thereby contributing to the evolving landscape of human-robot
interaction acceptance.",
WOS:000533896300001,inproceedings,"Ueno, Azumi and Hayashi, Kotaro and Mizuuchi, Ikuo","Impression Change on Nonverbal Non-Humanoid Robot by Interaction with
Humanoid Robot",2019,,"2019 28TH IEEE INTERNATIONAL CONFERENCE ON ROBOT AND HUMAN INTERACTIVE
COMMUNICATION (RO-MAN)",10.1109/ro-man46459.2019.8956240,,"Even if a robot is not designed with a specific impression, if there is
a means that can add an impression later to the robot, it will be useful
for social robot design, we considered. In particular, anthropomorphism
seems to be an important impression of designing social interaction
between humans and robots. In the movie, ``STAR WARS,{''} there is a
non-humanoid robot, called R2-D2, which communicates mainly by sounds. A
humanoid interpreter robot, called C-3PO, responds to the sound of R2-D2
with natural language and gesture. And the audience finds the
personality in R2-D2 richer than the personality which is based on the
information which R2-D2's sounds have. It might be possible to change
the impression of a non-humanoid robot emitting simple sounds by
communication with a humanoid robot that speaks a natural language and
make gestures. We conducted an impression evaluation experiment. In the
condition where robots are interacting, the observer evaluated
anthropomorphism of the non-humanoid robot more than in the
non-interacting condition. There were also some other impressions that
have changed.",
WOS:000662184600023,inproceedings,"Bourguet, Marie-Luce and Jin, Yanning and Shi, Yuyuan and Chen, Yin and
Rincon-Ardila, Liz and Venture, Gentiane",Social Robots that can Sense and Improve Student Engagement,2020,,"PROCEEDINGS OF 2020 IEEE INTERNATIONAL CONFERENCE ON TEACHING,
ASSESSMENT, AND LEARNING FOR ENGINEERING (IEEE TALE 2020)",10.1109/tale48869.2020.9368438,,"It is highly likely that classrooms of the future will feature robots to
assist the human teachers. Tutor robots will be valued for their
capacity to motivate learners and to provide affective support during
learning activities, which will require from them to he able to
understand the students' affects and behaviours, and to respond to these
through appropriate expressive motions. In this paper, we investigate
the impact a robot teacher's behaviour has on the students' level of
engagement. We outline research work we have carried out to tackle four
of the challenges inherent to the effective deployment of social robots
in classrooms: (1) sensing and understanding learners' affective states
and behaviours in class; (2) combining affect and behaviour
understanding to capture classroom's dynamics; (3) knowing what gestures
a social robot should use as a learning facilitator; and (4) equipping
the tutor robot with expressive and motivational capabilities.",127-134
WOS:000365048300007,article,"Baddoura, Ritta and Venture, Gentiane","This Robot is Sociable: Close-up on the Gestures and Measured Motion of
a Human Responding to a Proactive Robot",2015,INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,,10.1007/s12369-015-0279-x,,"During an unannounced encounter, we study the appreciation of the
robot's sociable character (measured via the answers to a questionnaire)
and the motion (arm and head movement frequency and smoothness using IMU
sensors) of two humans interacting with a proactive humanoid, knowing
that the experiment involves twenty pairs of participants. We also
investigate the dependencies between the participants' response to the
robot's non-verbal actions and their perception of its sociability. Our
results show that the more the humans find the robot sociable, the more
they tend to respond to its engaging gestures and the higher is the
frequency of their arm motion and the smoothness of their head motion
when interacting with it. Therefore, these results show that measurable
physical movements might be significant indicators to investigate a
social robot's sociable character from the human partner's point of
view, as well as to possibly infer the human tendency to interact with
it. More generally, the sociable trait attributed to an assistive robot
operating in a public or in a private environment, seems to be one of
the keys to the success of human-robot interactions.",489-496
WOS:001323446500001,article,"Arolkar, Neha M. and Ortiz, Coral and Dapurkar, Nikita and Blanes,
Carlos and Gonzalez-Planells, Pablo","Automated Tenderness Assessment of Okra Using Robotic Non-Destructive
Sensing",2024,HORTICULTURAE,,10.3390/horticulturae10090930,,"The quality of okra is crucial in satisfying consumer expectations, and
the tenderness of okra is an essential parameter in estimating its
condition. However, the current methods for assessing okra tenderness
are slow and prone to errors, necessitating the development of a better,
non-destructive method. The objective of the present study is to develop
and test a non-destructive robotic sensor for assessing okra freshness
and tenderness. A total of 120 pods were divided into two sets and
stored under different conditions: 60 pods were kept in a cold chamber
for 24 h (considered tender), while the other 60 pods were stored at
room temperature for two days. First, the samples were assessed
non-destructively using the force sensor of a collaborative robot, where
a jamming pad (with internal granular fill) was capable of adapting and
copying the okra shapes while controlling its force deformation. Second,
the okra pods were evaluated with the referenced destructive tests, as
well as weight loss, compression, and puncture tests. In order to
validate the differences in the tenderness of the two sets, a
discriminant analysis was carried out to segregate the okra pods into
the two categories according to the destructive variables, confirming
the procedure which was followed to produce tender and non-tender okra
pods. After the differences in the tenderness of the two sets were
confirmed, the variables extracted from the robotic sensor (maximum
force (Fmax), first slope (S1), second slope (S2), the first overshoot
(Os), and the steady state (Ss)) were significant predictors for the
separation in the two quality categories. Discriminant analysis and
logistic regression methods were applied to classify the pods into the
two tenderness categories. Promising results were obtained using neural
network classification with 80\% accuracy in predicting tenderness from
the sensor data, and a 95.5\% accuracy rate was achieved in
distinguishing between tender and non-tender okra pods in the validation
data set. The use of the robotic sensor could be an efficient tool in
evaluating the quality of okra. This process may lead to substantial
savings and waste reduction, particularly considering the elevated cost
and challenges associated with transporting perishable vegetables.",
WOS:000557246500062,inproceedings,"Coronado, Enrique and Indurkhya, Xela and Venture, Gentiane","Robots Meet Children, Development of Semi-Autonomous Control Systems for
Children-Robot Interaction in the Wild",2019,,"2019 IEEE 4TH INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS AND
MECHATRONICS (ICARM 2019)",10.1109/icarm.2019.8833751,,"In the study of social and service robots, it is necessary to obtain
more valuable quantitative and qualitative data of humans interacting
with these robots in natural and unstructured environments. This data
can be used to better design applications and robots with higher social
impact. In this paper, we show how the integration of perceptual robot
control and decision-making architecture can enable the creation of
semi-autonomous robots for Children-Robot Interaction (CRI) ``in the
wild{''}. Unlike most previous works in this field, our proposal mainly
uses distributed, open, cross-platform and reactive software components.
In order to enhance scalability and modularity, the modeling of both the
autonomous and remote-controlled robot behaviors are perliffmed using a
Behavior Tree (BT) approach. We experimentally validate the proposed
system with a pilot study in a public and highly noisy environment
outside the laboratory with a large group of children interacting in
different activities (two stories, a dance, a game, and autonomous
interaction). Experimental settings and preliminary insights are also
described.",360-365
WOS:000314787600011,inproceedings,"Gouko, Manabu and Kobayashi, Yuichi",State Representation with Perceptual Constancy Based on Active Motion,2010,,"SOCIAL ROBOTICS, ICSR 2010",,,"In a robot system, it is important to consider how the outside
environment is expressed as a state using sensor information. In this
study, we provide a state representation that can express the sensor
output changed by environmental change as the same state. It assumes
that sensor outputs are probability distributions, and the distances
between the distributions of each sensor's output are used to express a
state. To confirm the effectiveness of the proposed state
representation, we conducted experiments using a mobile robot. The
results confirmed that the proposed representation could recognize
similar states using a converted sensor output.",100-109
