ID,ENTRYTYPE,author,title,year,journal,booktitle,doi,url,abstract,pages
10.1145/3728199.3728285,inproceedings,"Wang, Meiping and Xia, Zongliang",Research on Artificial Intelligence in Libraries,2025,,Proceedings of the 2025 3rd International Conference on Communication Networks and Machine Learning,10.1145/3728199.3728285,https://doi.org/10.1145/3728199.3728285,"AI technology is evolving fast in many industries. However, less research has been conducted on how AI is applied in the library industry. Other than in 2022, bibliometric analysis shows that the number of library research papers has progressively increased from 2015 to 2024, with paper articles being the leading publication type in the library research industry. The dominant research area in library artificial intelligence is Computer Science. Most of the library artificial intelligence papers are published in the medical field, while the Journal of Medical Internet Research has the highest number of library artificial intelligence papers. Some of the leading nations involved in library-related AI research are the United States, China, England, and Canada. This work also further discusses the use of AI in interactive university libraries, including information retrieval, reference, library roles in artificial intelligence education for teachers and learners, and two artificial intelligence algorithms. Librarians need to up their competencies and skills for them to take full advantage of the potential use of AI in libraries.",519–526
10.1145/3670653.3677487,inproceedings,"Kassem, Khaled and Saad, Alia and Pascher, Max and Schett, Martin and Michahelles, Florian",Push Me: Evaluating Usability and User Experience in Nudge-based Human-Robot Interaction through Embedded Force and Torque Sensors,2024,,Proceedings of Mensch Und Computer 2024,10.1145/3670653.3677487,https://doi.org/10.1145/3670653.3677487,"Robots are expected to be integrated into human workspaces, which makes the development of effective and intuitive interaction crucial. While vision- and speech-based robot interfaces have been well studied, direct physical interaction has been less explored. However, HCI research has shown that direct manipulation interfaces provide more intuitive and satisfying user experiences, compared to other interaction modes. This work examines how built-in force/torque sensors in robots can facilitate direct manipulation through nudge-based interactions. We conducted a user study (N = 23) to compare this haptic approach with traditional touchscreen interfaces, focusing on workload, user experience, and usability. Our results show that haptic interactions are more engaging and intuitive but also more physically demanding compared to touchscreen interaction. These findings have implications for the design of physical human-robot interaction interfaces. Given the benefits of physical interaction highlighted in our study, we recommend that designers incorporate this interaction method for human-robot interaction, especially at close quarters.",399–407
10.1145/3715669.3727351,inproceedings,"Boluk, Nursena and Kose, Hatice",Gaze Analysis of Children with Autism During Robot-Assisted Therapy,2025,,Proceedings of the 2025 Symposium on Eye Tracking Research and Applications,10.1145/3715669.3727351,https://doi.org/10.1145/3715669.3727351,"Gaze behavior is a critical nonverbal cue for assessing attention and social engagement in children with Autism Spectrum Disorder (ASD). Gaze patterns of ten children (aged 5–10), including eight diagnosed with ASD, were examined during robot-assisted therapy sessions recorded with a fisheye camera in a naturalistic setting. The resulting EMBOA-Gaze dataset was manually annotated at both the gaze target coordinate and the semantic region, categorized as “Robot,” “Therapist,” or “Other.” Statistical analysis showed that children with ASD looked significantly more at the robot than the therapist (p =.002) and the other region (p =.030). A modular deep learning-based system was developed to predict gaze targets: head detection, region detection, and a Customized Spatio-Temporal Gaze Detection module (C-STGD). The model was trained on EMBOA-Gaze, achieving an AUC of 0.85 for point-level coordinate prediction and 75% accuracy in classifying gaze targets into semantic regions.",
10.1145/3613904.3642806,inproceedings,"Ho, Hui-Ru and Hubbard, Edward M. and Mutlu, Bilge","""It's Not a Replacement:"" Enabling Parent-Robot Collaboration to Support In-Home Learning Experiences of Young Children",2024,,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642806,https://doi.org/10.1145/3613904.3642806,"Learning companion robots for young children are increasingly adopted in informal learning environments. Although parents play a pivotal role in their children’s learning, very little is known about how parents prefer to incorporate robots into their children’s learning activities. We developed prototype capabilities for a learning companion robot to deliver educational prompts and responses to parent-child pairs during reading sessions and conducted in-home user studies involving 10 families with children aged 3–5. Our data indicates that parents want to work with robots as collaborators to augment parental activities to foster children’s learning, introducing the notion of parent-robot collaboration. Our findings offer an empirical understanding of the needs and challenges of parent-child interaction in informal learning scenarios and design opportunities for integrating a companion robot into these interactions. We offer insights into how robots might be designed to facilitate parent-robot collaboration, including parenting policies, collaboration patterns, and interaction paradigms.",
10.1145/3544549.3585696,inproceedings,"Schneiders, Eike and Papachristos, Eleftheris and van Berkel, Niels and Jacobsen, Rune M\o{}berg",“Briefly Entertaining but Pointless”: Perceived Benefits &amp; Risks of Social Robots in the Home,2023,,Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,10.1145/3544549.3585696,https://doi.org/10.1145/3544549.3585696,"In contrast to the adoption of personal assistants, social robots have yet to break into the domestic market. Several manufacturers have introduced and quickly retracted their social robots for the home. We report on a survey study (N&nbsp;=&nbsp;50) to understand potential users’ perceptions towards these social robots. Participants were presented with videos of three domestic social robots and subsequently provided their perception of these in terms of perceived benefits, attraction, privacy risk, usage intention, and capabilities. While participants perceived hedonic and utilitarian benefits, we found a low intention of future adoption of these devices. Further, our findings showed that owners of personal assistants perceived significantly higher hedonic benefits, fewer privacy risks, and higher intention to use domestic social robots. Our work provides an initial step towards understanding perceptions towards social robots and how previous exposure to domestic AI shapes users’ perceptions.",
10.1145/3643834.3660702,inproceedings,"Passler Bates, Danika and Dudek, Skyla Y. and Berzuk, James M. and Gonz\'{a}lez, Adriana Lorena and Young, James E.",SnuggleBot the Companion: Exploring In-Home Robot Interaction Strategies to Support Coping With Loneliness,2024,,Proceedings of the 2024 ACM Designing Interactive Systems Conference,10.1145/3643834.3660702,https://doi.org/10.1145/3643834.3660702,"We explored the use of three robot interaction strategies to support people living with loneliness (physical comfort, social engagement, requiring care), by building these into a robot prototype and deploying the robots into homes for long-term evaluation. We placed our original prototype, SnuggleBot, unsupervised into the homes of seven people for at least 7 weeks (optionally up to 6 months), with bi-weekly interviews, to investigate how people engage with our three robot interaction strategies. Our qualitative analysis illuminated how people engaged the robot based on all three interaction strategies. Further, some participants showed signs of bonding with the robot as well as self-reported wellbeing benefits, while some participants failed to achieve sustained use over time. Our results provide strong support for future research into robots developed with our interaction strategies, and general potential for supporting wellbeing.",2972–2986
10.1145/3613904.3642836,inproceedings,"Ashwini, B and Ghoshal, Atmadeep and Suri, Venkata Ratnadeep and Achary, Krishnaveni and Shukla, Jainendra","“It looks useful, works just fine, but will it replace me ?"" Understanding Special Educators’ Perception of Social Robots for Autism Care in India",2024,,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642836,https://doi.org/10.1145/3613904.3642836,"Social robots, particularly in assisting children with autism, have exhibited positive impacts on mental health. While prior studies concentrated on social robots in the Global North, there’s limited exploration in the Global South. It’s essential to comprehend special educators’ perspectives for effective integration in resource-constrained settings. Our mixed-methods approach, involving interviews, workshops, and a panel discussion with 25 educators in India, uncovers challenges and opportunities in integrating social robots into autism interventions. The findings highlight the urgent need to democratise the benefits of social robotics. Special educators express concerns about their functional capacity and fear potential redundancy due to the replacement of human efforts by social robots. Despite initial scepticism, professionals suggest various ways to incorporate social robots, emphasising the importance of technological innovation in reshaping and enhancing their roles in autism therapy. We discuss the implications of these findings for developing context-aware solutions and policy-level initiatives necessary in resource-constrained settings.",
10.1145/3648536.3648543,inproceedings,"Paetzel-Pr\""{u}smann, Maike and Lehman, Jill Fain and Gomez, Celia J. and Kennedy, James",An Automatic Evaluation Framework for Social Conversations with Robots,2024,,Proceedings of the 2024 International Symposium on Technological Advances in Human-Robot Interaction,10.1145/3648536.3648543,https://doi.org/10.1145/3648536.3648543,"When deploying social robots in the wild, it is crucial for developers to gain an understanding of how the interactions between the robot and its human conversational partners are progressing. Unlike in traditional task-based settings in which a human and a robot work on a tangible outcome that can serve as a proxy for how well a conversation is going, social settings require a deeper understanding of the underlying interaction dynamics. In this paper, we assess a set of recorded features of a robot having social conversations in a multi-party, multi-session setting and correlate them with how people rated their interaction. We then propose a framework that combines the features into a model that can automatically assess an ongoing conversation and determine its performance.",56–64
10.1145/3696474,proceedings,,JCRAI '24: Proceedings of the 2024 4th International Joint Conference on Robotics and Artificial Intelligence,2024,,,,,,
10.1145/3759158,article,"Axelsson, Agnes and Vaddadi, Bhavana and Bogdan, Cristian and Tobin, Deirdre and Skantze, Gabriel",Robots as Hosts in Autonomous Buses: A Field Trial,2025,J. Hum.-Robot Interact.,,10.1145/3759158,https://doi.org/10.1145/3759158,"In Autonomous Public Transport (APT), particularly with shuttle buses, passengers travel in smaller, more intimate vehicles—and in the future, such vehicles may operate without an authoritative driver or host. This setup may lead to potential safety concerns, as passengers are left alone together. Additionally, this future absence of a driver or host means that there is no one to address questions or uncertainties that may arise. One proposed solution is introducing a robot onboard the bus, serving a similar role to a human host. To explore this solution, an experiment was conducted in Barkarby, Stockholm, Sweden. Passengers, generally unfamiliar with APT or social robots, experienced two short rides on a bus equipped with either an embodied Furhat robot as the host or a disembodied voice agent in the ceiling. Data were collected from passenger-agent interactions, post-questionnaires, and semi-structured focus group interviews. Results indicate a division in passenger preferences, with some favoring the robot and others the voice assistant. Passengers asked more questions to the robot, suggesting a clearer affordance for interaction. While the questionnaires did not show significant differences, passenger behaviors indicated that they anthropomorphized the robot more. The interviews revealed that passengers felt more secure with a human operator and doubted the robot’s authority during incidents with aggressive passengers or accidents. Our findings show that social robots can help make autonomous buses feel more welcoming and interactive. Future APT systems have many design issues that need to be resolved before riders can find them safe and appropriate to use, and social robots can play a role in resolving such issues—both the ones we see today, and potentially ones that will appear in the future.",
10.1145/3715885,proceedings,,ICSeB '24: Proceedings of the 2024 8th International Conference on Software and e-Business,2024,,,,,,
10.1145/3624486.3624504,inproceedings,"Chochliouros, Ioannis P. and Pages-Montanera, Enric and Alc\'{a}zar-Fern\'{a}ndez, Aitor and Zahariadis, Theodore and Velivassaki, Terpsichori-Helen and Skianis, Charalabos and Rossini, Rosaria and Belesioti, Maria and Drosos, Nikolaos and Bakiris, Emmanouil and Pedholla, Prashanth Kumar and Karkazis, Panagiotis and Samal, Astik Kumar and Contreras Murillo, Luis Miguel and Del R\'{\i}o, Alberto and Serrano, Javier and Skias, Dimitrios and Segou, Olga E. and Waechter, Sonja",NEMO: Building the Next Generation Meta Operating System,2023,,"Proceedings of the 3rd Eclipse Security, AI, Architecture and Modelling Conference on Cloud to Edge Continuum",10.1145/3624486.3624504,https://doi.org/10.1145/3624486.3624504,"Artificial Intelligence of Things (AIoT) is one of the next big concepts to support societal changes and economic growth, being one of the fastest growing ICT segments. A specific challenge is to leverage existing technology strengths to develop solutions that sustain the European industry and values. The ongoing ΝΕΜΟ (“Next Generation Meta-Operating System”) EU-funded project intends to establish itself as the “game changer” of the AIoT-Edge-Cloud continuum by introducing an open source, modular and cybersecure meta-operating system, leveraging on existing technologies and introducing novel concepts, methods, tools, testing and engagement campaigns.NEMO will bring intelligence closer to the data and make AI-as-a-Service an integral part of network self-organisation and micro-services execution orchestration. Its widespread penetration and massive acceptance will be achieved via new technology, pre-commercial exploitation components and liaison with open-source communities.By defining a modular and adaptable mOS (meta-OS) architecture together with building blocks and plugins the project will “address” current and future technological and business needs.",1–9
10.1145/3613905.3650846,inproceedings,"Wang, Lu and Smriti, Diva and Yuan, Hao and Huh-Yoo, Jina",Artificial Intelligence Systems for Supporting Informal Caregivers of People Living with Alzheimer's Disease or Related Dementias: A Systematic Review,2024,,Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,10.1145/3613905.3650846,https://doi.org/10.1145/3613905.3650846,"Informal caregivers of people living with Alzheimer’s disease or related dementias (PLWD) face challenges like obtaining personalized information and monitoring PLWD’s health. Rapid advancements in technology, especially in sophisticated and controversial areas like artificial intelligence (AI), prompted our study to assess AI’s potential and challenges in supporting the needs of informal caregivers of PLWD. Caregiving activities require dynamic, often unpredictable, and sometimes emotionally draining tasks that deal with a large amount of information. We conducted a systematic review to understand what AI technology has been developed to support informal caregivers of PLWD. We collected 920 papers from ACM Digital Library, IEEE Xplore, and PubMed. Screening and eligibility evaluation resulted in 16 papers for full-text review. We present which documented needs of informal caregivers have been explored by the existing research, and the contexts of the AI solutions including interfaces, data, and algorithms, as well as their effectiveness, challenges, and limitations.",
10.1145/3687272,proceedings,,HAI '24: Proceedings of the 12th International Conference on Human-Agent Interaction,2024,,,,,,
10.1145/3729605.3729647,inproceedings,"Dong, Huiling and Liang, Mengdi and Song, Lingling",Research on the construction and practice of precision teaching mode of higher vocational education driven by big data,2025,,Proceedings of the 2025 International Conference on Big Data and Informatization Education,10.1145/3729605.3729647,https://doi.org/10.1145/3729605.3729647,"With the rapid development of big data technology, the field of education is undergoing major changes. The traditional ""experimental teaching"" model is gradually changing to the ""data teaching"" model. However, higher vocational education still has shortcomings in teaching and evaluation. This paper discusses the precise application of big data technology in higher vocational teaching, based on personalized learning‎[1]. Specifically, this research constructs a dynamic resource library, an intelligent learning recommendation system, and a multi-dimensional evaluation model, and conducts experiments in the course ""Electrical Control Technology"". The results showed a 12% increase in students' average grade points and a 26% increase in learning efficiency. This also shows that big data technology can solve this opposing problem of ""scale training"" and ""personality training"". This also provides a replicable example for the digital transformation of vocational education.",237–241
10.1145/3702313,article,"Vinueza-Naranjo, Paola G. and Chicaiza, Janneth and Rumipamba-Zambrano, Ruben",Fog Computing Technology Research: A Retrospective Overview and Bibliometric Analysis,2024,ACM Comput. Surv.,,10.1145/3702313,https://doi.org/10.1145/3702313,"Researchers’ interest in Fog Computing and its application in different sectors has been increasing since the last decade. To discover the emerging trends inherent to this architecture, we analyzed the scientific literature indexed in Scopus through a bibliometric study. Exposing trends in areas of development will allow researchers to understand the changes and evolution over time. For analysis purposes, we used three approaches: performance analysis, science mapping, and literature clustering. Analysis results revealed promising investigation areas in the Fog Computing architecture from 2012 to 2021, which emphasizes that Fog Computing will continue to be an interesting field of research in the future.",
10.1145/3628096.3629060,inproceedings,"Mapharisa, Maneo",Co-designed Robots towards African Challenges by Basotho Children,2024,,Proceedings of the 4th African Human Computer Interaction Conference,10.1145/3628096.3629060,https://doi.org/10.1145/3628096.3629060,"As technology and Human-Computer Interaction spread across Africa, young children have been attracted to creative designs. This interactive submission showcases three robots that have been developed by High School Children. We are excited to showcase the achievements of the High School students, who have developed three remarkable robots that address real-world challenges. These robots are the result of dedication, creativity, and hard work, and we believe they hold great potential to inspire and captivate the attendees of the conference. Our interactive design provides a firsthand experience of these robots in action developed by children. They have been meticulously designed to solve daily problems faced by individuals, showcasing how technological advancements can enhance our lives. From assisting with household chores to tackling environmental concerns, these robots demonstrate the incredible possibilities when young minds are encouraged to explore the intersection of technology and problem-solving. All the robots designers' age ranges between 11 -16 years old. The children will be able to present, demonstrate, and explain the developed robots.",238–240
10.1145/3696593.3696612,inproceedings,"Ded\`{o}, Shana and Esposito, Andrea and Guedes, Leandro S. and Landoni, Monica",Voices That Matter: An Exploratory Study on Technology Preferences and Challenges Among People with Intellectual Disabilities,2025,,Proceedings of the 11th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-Exclusion,10.1145/3696593.3696612,https://doi.org/10.1145/3696593.3696612,"With the increasing interest of several accessibility researchers in the development of technological tools to better support people with intellectual disabilities in their day-to-day lives, it is becoming more and more important to understand the point of view of those directly involved. Although the number of studies conducted with the participation of users with intellectual disabilities has increased in recent years, there are still many questions we need to ask, starting from the preferences and challenges experienced by this group of individuals. For this reason, the present exploratory study aims to bring to light, through semi-structured interviews, the preferences and difficulties that two target groups - clients and staff members from a support centre in Italy - currently have regarding the use and utility of technology within their daily life. In this work, we describe the methodologies and insights emerging from the thematic analysis of the collected data from the interviews, enabling us to better understand and inform the design of more accessible technology for all.",301–310
10.5555/3721488.3721605,inproceedings,"Antony, Victor Nikhil and Stiber, Maia and Huang, Chien-Ming","Xpress: A System For Dynamic, Context-Aware Robot Facial Expressions using Language Models",2025,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,"Facial expressions are vital in human communication and significantly influence outcomes in human-robot interaction (HRI), such as likeability, trust, and companionship. However, current methods for generating robotic facial expressions are often labor-intensive, lack adaptability across contexts and platforms, and have limited expressive ranges-leading to repetitive behaviors that reduce interaction quality, particularly in long-term scenarios. We introduce Xpress, a system that leverages language models (LMs) to dynamically generate context-aware facial expressions for robots through a three-phase process: encoding temporal flow, conditioning expressions on context, and generating facial expression code. We demonstrated Xpress as a proof-of-concept through two user studies (n=15x2) and a case study with children and parents (n=13), in storytelling and conversational scenarios to assess the system's context-awareness, expressiveness, and dynamism. Results demonstrate Xpress's ability to dynamically produce expressive and contextually appropriate facial expressions, highlighting its versatility and potential in HRI applications.",958–967
10.1145/3610978.3640722,inproceedings,"Jansen, Chipp and Ma, Zhengtao and Hatfield, Lissy and Tuo, Boyuan and Ozden Yenigun, Elif and Baurley, Sharon and Wang, Stephen Jia and Lee, Kun Pyo",Textile Robotic Interaction for Designer-Robot Collaboration,2024,,Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610978.3640722,https://doi.org/10.1145/3610978.3640722,"This late-breaking report describes lab-based robot experiments involving two robot arms scanning and interaction with a set of 12 novel sustainable materials programmed with handfeel gestures inspired by how designers evaluate textile materials. The aim of gathering this data is to spur research in robot perception of soft materials and to contribute towards human-robot collaborative design systems. The complete dataset including scanned images, video of interactions accompanied by the robot motion paths is available with code at https://github.com/rca-msrc/textile-robotic-interaction-HRI2024.",563–567
10.5555/3721488.3721832,inproceedings,"Ravindranath, Sindhu and Tanevska, Ana and Chandra, Shruti and Korpan, Raj and Eguchi, Amy","4th Diversity, Equity, &amp; Inclusion in HRI Workshop",2025,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,"It is crucial to prioritize diversity, equity, and inclusion (DEI) in the development of AI and robotics. Neglecting these factors not only exacerbates existing discrimination and biases, but also continues perpetuating them over time. Despite global awareness, urgent action is needed within the human-robot interaction (HRI) community. This workshop aims to bridge the gap by providing a platform for sharing experiences and research insights related to identifying, addressing, and integrating DEI principles in HRI. Building upon its last few iterations, this year's workshop will actively involve participants in tackling human biases which can be transferred to the robots, aiming to mitigate inequity, recognize and minimize prejudice, and promote inclusion within the field of HRI.",1982–1984
10.5555/3721488.3721794,inproceedings,"Kamino, Waki",Robots in the Deep Wild: Ethnography of People's Everyday Lives with Social Robots,2025,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,"My research explores how robots become meaningful parts of people's lives by examining the social, technical, and cultural ecologies of consumer robots. Based on ethnographic fieldwork primarily conducted in Japan, I investigate how robots like aibo, LOVOT, and RoBoHoN are integrated into daily routines and relationships. My findings challenge the conventional focus on design features in HRI, advocating for a broader understanding of human-robot interaction that includes the social practices and human labor sustaining long-term engagement.",1860–1862
10.1145/3613905.3648628,inproceedings,"Kim, Minsol and Nallbani, Aliea L and Stovall, Abby Rayne",Exploring LLM-based Chatbot for Language Learning and Cultivation of Growth Mindset,2024,,Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,10.1145/3613905.3648628,https://doi.org/10.1145/3613905.3648628,"Growth mindset, the belief in enhancing abilities through effort and dedication, is commonly applied in classroom learning. The Mindset Theory Scale suggests it can be measured by ""effort"" and ""belief in improvement"", while fixed mindset is indicated by ""procrastination"" and ""immutability of belief"". In today’s interconnected world, the need for proficiency in multiple languages has grown. However, mastering different languages poses several challenges, including motivational challenges and fear of failure. To address this issue, our study explores the use of an adaptable Large Language Model (LLM) based chatbot to foster growth mindset and aid in language learning. In a user study with this novel chatbot system, we evaluated the impact of a growth mindset teaching style on new language learning and user perception. Our initial findings show that users are more comfortable, confident, and interested in interacting with the growth mindset chatbot compared to the fixed mindset chatbot.",
10.1145/3648536,proceedings,,TAHRI '24: Proceedings of the 2024 International Symposium on Technological Advances in Human-Robot Interaction,2024,,,,,,
10.5555/3721488.3721532,inproceedings,"Malnatsky, Elena and Ligthart, Mike E.U.",Fitting Humor: Age-Based Personalization for Shaping Relatable Child-Robot Interactions,2025,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,"In this paper, we present a participatory design approach to age-based personalization for child-robot interaction. This is an important step towards social robots being effective across age groups. As a testbed for our approach, we used humor. Personalized humor is a powerful social motivator and is uniquely suited to build relatable and sustained child-robot interactions.Through a series of co-design workshops (n = 102 children), we identified humor concepts that fit the specific sense of humor for each of the four age groups (8-9, 9-10, 10-11, 11-12 y.o.), as well as humor concepts that resonated across these age groups. A user study showed that, overall, children found the interaction more amusing and a better fit for both their own sense of humor and that of their peer group when the robot used age-personalized humor compared to age-agnostic humor. The strength of the effects varied by age group, with the oldest group consistently scoring lower on the outcome measures, indicating that the design was not equally effective for all groups.",331–341
10.1145/3647817,proceedings,,ICBBS '23: Proceedings of the 2023 12th International Conference on Bioinformatics and Biomedical Science,2023,,,,,,
10.1145/3706598.3714169,inproceedings,"Zhang, Xiaoyu and Xue, Fei and Albers, Alexander and Netland, Torbj\""{o}rn","""It's impressive, but in practice..."": Experiencing a Realistic Digital Transformation in and beyond the Classroom",2025,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3714169,https://doi.org/10.1145/3706598.3714169,"Serious games, particularly board games, have long been employed in production management education to teach various concepts. While they have demonstrated educational effectiveness, their integration with emerging Industry 4.0 technologies remains limited. Furthermore, there is a lack of empirical research on how industry practitioners apply these digitization technologies in the workplace. To bridge this gap, we designed a course that integrates digital technologies into a traditional board game. We conducted two studies to evaluate both knowledge gains within the classroom and knowledge transfer back into the manufacturing industry. Our results show an improved understanding of the synergies between production management principles and Industry 4.0 technologies, as well as the real-world challenges students face when attempting to transfer this knowledge. Our work contributes pedagogical and practical perspectives on how technology-enhanced serious games can extend learning in and beyond the classroom.",
10.5555/3721488.3721510,inproceedings,"Kamino, Waki and \v{s}abanovi\'{c}, Selma and Jung, Malte F.", 'A Robot's Life is Over When People Give Up': Socio-Technical Infrastructure for Sustaining Consumer Robots,2025,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,"Sustenance of long-term human-robot relationships relies on a socio-technical infrastructure of care and repair, in which both technical maintenance and social practices work together to sustain robots as relational objects. This infrastructure is, however, often invisible and taken for granted while working well. It is in moments of breakdown and repair that the necessary infrastructure that supports long-term human-robot relationships is exposed. In this paper, we present ethnographic fieldwork and stakeholder interviews with eight users and eight producers and repair staff of successful consumer robots in Japan, that highlight the often-overlooked moments of technological breakdown and the meaning-making that surrounds them. This allows us to shed light on the evolving components of the socio-technical infrastructure-such as technical processes, cultural norms, shared language, emotional labor, and interpersonal relationships-that are essential for sustaining the functionality and relevance of robots in people's everyday lives.",142–151
10.1145/3746027.3755463,inproceedings,"Bian, Tongfei and Chollet, Mathieu and Guha, Tanaya",Robust Understanding of Human-robot Social Interactions through Multimodal Distillation,2025,,Proceedings of the 33rd ACM International Conference on Multimedia,10.1145/3746027.3755463,https://doi.org/10.1145/3746027.3755463,"There is a growing need for social robots and intelligent agents that can effectively interact with and support users. For the interactions to be seamless, the agents need to analyse social scenes and behavioural cues from their (robot's) perspective. Works that model human-agent interactions in social situations are few; and even those existing ones are computationally too intensive to be deployed in real time or perform poorly in real-world scenarios when only limited information is available. We propose a knowledge distillation framework that models social interactions through various multimodal cues, and yet is robust against incomplete and noisy information during inference. We train a teacher model with multimodal input (body, face and hand gestures, gaze, raw images) that transfers knowledge to a student model which relies solely on body pose. Extensive experiments on two publicly available human-robot interaction datasets demonstrate that our student model achieves an average accuracy gain of 14.75% over competitive baselines on multiple downstream social understanding tasks, even with up to 51% of its input being corrupted. The student model is also highly efficient - less than 1% in size of the teacher model in terms of parameters and its latency is 11.9% of the teacher model. Our code and related data are available at github.com/biantongfei/SocialEgoMobile.",5726–5734
10.1145/3711936,article,"Khaksar, Weria and Lindblom, Diana Saplacan and Bygrave, Lee Andrew and Torresen, Jim",Robotics in Elderly Healthcare: A Qualitative Analysis of 20 Recent European Research Projects,2025,J. Hum.-Robot Interact.,,10.1145/3711936,https://doi.org/10.1145/3711936,"Studies foresee a dramatic increase in the elderly population of Western Europe over the next decades, putting pressure on healthcare systems. Healthcare robots are developed to facilitate independent living for elderly people. This article aims to provide a qualitative analysis of recent projects in healthcare robotics (2008–2024) and proposes new research directions for healthcare robots for older adults. We provide an overview of current research and a roadmap for upcoming research. Our study began with a literature search using four databases. Searches were performed for articles from research projects containing the words “elderly care,” “assisted aging,” “health monitoring,” or “elderly health.” Additional exclusion criteria were used to focus on elderly healthcare and utilization of commercial robotic systems. Resulting from this endeavor, 20 recent research projects are described and categorized in this article. Then, these projects were analyzed using thematic analysis. Our findings are summarized in common themes: Most projects have a strong bias towards care robots’ functionalities; robots are often seen as outsiders in care settings; there is an emphasis on robots as commercial products; and there is some limited attention to the design and ethical aspects of care robots, but very little attention to their legal aspects. The article concludes with key points representing a roadmap for future research addressing robotics for the elderly.",
10.5555/3721488.3721540,inproceedings,"Alzahrani, Abdullah and Nasir, Jauwairia and Tayeb, Ahmad J. and Andr\'{e}, Elisabeth and Ahmad, Muneeb I.",What Do the Face and Voice Reveal? Investigating Trust Dynamics During Human-Robot Interaction,2025,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,"Existing research has shown that vocal and non-vocal human cues correlate with human trust and distrust behaviours, suggesting their potential to measure human trust in robots in real-time. However, there is a lack of research in Human-Robot Interaction that integrates vocal and non-vocal cues into a comprehensive model to measure trust. This paper aims to estimate human trust in robots by examining vocal and non-vocal cues differences between trust and distrust states across multiple sessions of collaborative game-based HRI with 40 participants. Our analysis revealed that vocal and non-vocal human cues can indeed predict trust in HRI, with certain facial expressions, facial movements, and pitch being significant factors. Random Forest classifier achieved the highest accuracy (84%) in classifying trust states, with key features such as facial expressions (fear, angry), facial blendshapes (cheekSquintRight, jawRight), and vocal characteristics (Duration, Harmonicity std) being the most predictive of trust. These findings demonstrate the importance of combining vocal and non-vocal cues for accurate trust measurement and highlight the potential for real-time trust assessment in robotic systems.",400–409
10.1145/3706598.3713978,inproceedings,"Gomez-Beldarrain, Garoa and Verma, Himanshu and Kim, Euiyoung and Bozzon, Alessandro",Why does Automation Adoption in Organizations Remain a Fallacy?: Scrutinizing Practitioners' Imaginaries in an International Airport,2025,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3713978,https://doi.org/10.1145/3706598.3713978,"In organizations, the interest in automation is long-standing. However, adopting automated processes remains challenging, even in environments that appear highly standardized and technically suitable for it. Through a case study in Amsterdam Airport Schiphol, this paper investigates automation as a broader sociotechnical system influenced by a complex network of actors and contextual factors. We study practitioners’ collective understandings of automation and subsequent efforts taken to implement it. Using imaginaries as a lens, we report findings from a qualitative interview study with 16 practitioners involved in airside automation projects. Our findings illustrate the organizational dynamics and complexities surrounding automation adoption, as reflected in the captured problem formulations, conceptions of the technology, envisioned human roles in autonomous operations, and perspectives on automation fit in the airside ecosystem. Ultimately, we advocate for contextual automation design, which carefully considers human roles, accounts for existing organizational politics, and avoids techno-solutionist approaches.",
10.1145/3643834.3661519,inproceedings,"Hu, Yuhan and Lu, Jasmine and Scinto-Madonich, Nathan and Pineros, Miguel Alfonso and Lopes, Pedro and Hoffman, Guy","Designing Plant-Driven Actuators for Robots to Grow, Age, and Decay",2024,,Proceedings of the 2024 ACM Designing Interactive Systems Conference,10.1145/3643834.3661519,https://doi.org/10.1145/3643834.3661519,"Designing plant-driven actuators presents an opportunity to create new types of devices that grow, age, and decay, such as robots that embody these qualities in their physical structure. Plant-robot hybrids that grow and decay incorporate unpredictable and gradual transformations inherent across living organisms and suggest an alternative to the design principles of immediacy, responsiveness, control, accuracy, and durability commonly found in robotic design. To explore this, we present a design space of primitives for plant-driven robotic actuators. Proof-of-concept prototypes illustrate how concepts like slow change, slow movement, decay, and destruction can be incorporated into robotic forms. We describe the design considerations required for building plant-driven actuators for robots, including experimental findings regarding the mechanical properties of plant forces. Finally, we speculate on the potential benefits of plant-robot hybrids to interactive domains such as robotics.",2481–2496
